CustomerID,Age,Gender,Tenure,Monthly Charges,Total Charges,Contract Type,Has Internet Service,Has Online Security Service,Has Device Protection Plan,Number of Complaints Last Year,Churn,Region
1502,59,Male,61,89.75,2057.94,One year,No,Yes,Yes,3,0,North
1503,53,Other,49,62.68,567.2,One year,Fiber optic,No,Yes,4,0,South
1504,58,Other,9,102.31,7948.58,Month-to-month,No,No,Yes,3,0,North
1505,55,Male,19,80.07,3136.46,Two year,Fiber optic,No,Yes,4,1,West
1506,51,Female,28,123.75,5224.94,One year,No,No,No,0,0,West
1507,34,Female,26,38.57,490.37,Month-to-month,DSL,Yes,Yes,3,1,East
1508,54,Other,38,36.71,2781.74,Two year,Fiber optic,Yes,Yes,3,1,West
1509,42,Other,40,121.41,2309.97,Two year,No,No,No,9,0,South
1510,55,Other,25,97.57,833.06,Month-to-month,No,Yes,No,5,1,West
1511,29,Other,69,97.77,3850.24,One year,Fiber optic,Yes,Yes,2,0,West
1512,40,Other,71,32.77,2094.93,Month-to-month,DSL,No,Yes,2,1,East
1513,59,Female,23,124.7,4123.77,Month-to-month,No,No,No,4,0,North
1514,39,Female,65,107.94,2752.73,Two year,No,Yes,No,2,1,West
1515,38,Female,22,107.19,6853.15,One year,DSL,No,Yes,6,0,South
1516,44,Female,64,122.09,3365.39,Two year,DSL,No,No,2,0,South
1517,48,Male,68,88.38,836.3,Month-to-month,Fiber optic,Yes,Yes,3,1,East
1518,23,Female,58,69.85,8524.6,Month-to-month,DSL,No,Yes,1,0,North
1519,44,Male,28,78.54,7666.9,One year,Fiber optic,No,No,0,0,South
1520,57,Female,68,108.49,4148.71,Month-to-month,DSL,No,No,2,1,North
1521,51,Other,4,107.63,8959.45,Month-to-month,No,No,No,3,0,East
1522,29,Other,1,91.56,4079.93,Two year,DSL,No,Yes,8,0,North
1523,62,Other,26,52.02,4582.33,One year,DSL,Yes,Yes,8,0,East
1524,24,Male,33,112.7,43.45,Month-to-month,DSL,Yes,No,4,1,West
1525,27,Female,27,95.36,3286.12,One year,DSL,No,No,7,0,South
1526,62,Female,42,52.34,3928.06,One year,DSL,No,Yes,9,0,West
1527,34,Male,69,78.54,1140.13,Two year,Fiber optic,No,No,4,0,North
1528,43,Male,71,130.71,6489.16,Two year,Fiber optic,Yes,No,1,0,South
1529,38,Male,64,63.16,2541.36,Month-to-month,Fiber optic,Yes,Yes,0,0,East
1530,45,Male,25,41.76,2175.67,Month-to-month,No,Yes,No,8,1,West
1531,63,Male,4,32.18,2363.44,One year,Fiber optic,No,No,6,0,West
1532,19,Other,12,48.64,1543.06,Two year,No,No,No,6,1,North
1533,60,Female,58,48.87,2917.97,Month-to-month,No,No,No,8,0,North
1534,18,Male,11,116.65,2477.59,One year,No,No,No,6,1,South
1535,68,Other,59,45.76,324.41,One year,Fiber optic,Yes,No,5,0,East
1536,53,Male,36,117.12,4284.16,Two year,DSL,No,No,4,1,South
1537,68,Other,22,38.75,6152.23,Month-to-month,Fiber optic,Yes,Yes,0,0,South
1538,43,Male,65,121.56,2245.93,Month-to-month,Fiber optic,No,Yes,8,0,West
1539,46,Female,50,55.88,1706.63,Month-to-month,Fiber optic,Yes,Yes,1,0,South
1540,38,Male,4,91.75,3632.84,Two year,Fiber optic,Yes,No,8,0,North
1541,28,Male,52,46.12,1925.98,One year,Fiber optic,Yes,Yes,8,0,West
1542,57,Female,43,69.39,6632.79,Month-to-month,Fiber optic,Yes,Yes,7,1,South
1543,28,Female,46,38.65,3748.48,Two year,DSL,Yes,Yes,4,0,East
1544,53,Male,4,88.52,2854.57,Month-to-month,Fiber optic,Yes,No,6,0,South
1545,66,Female,13,64.92,2007.92,Month-to-month,DSL,No,No,5,0,South
1546,56,Female,38,116.06,1106.83,Two year,No,Yes,Yes,7,0,West
1547,57,Other,45,48.35,371.8,Month-to-month,No,Yes,No,6,1,East
1548,52,Female,25,58.27,2459.06,Month-to-month,DSL,No,Yes,7,1,North
1549,51,Female,67,47.89,3881.41,One year,DSL,No,Yes,4,0,West
1550,64,Male,55,86.94,1229.3,Two year,No,Yes,No,6,1,North
1551,41,Male,39,41.28,1101.98,Month-to-month,Fiber optic,Yes,No,9,0,North
1552,39,Other,65,49.12,3001.09,One year,Fiber optic,Yes,Yes,7,0,East
1553,22,Male,2,98.52,1142.77,Month-to-month,DSL,Yes,Yes,9,0,West
1554,50,Female,69,37.51,1432.49,Month-to-month,No,No,No,8,0,East
1555,53,Female,62,105.05,3941.37,One year,Fiber optic,No,No,0,0,South
1556,64,Female,46,40.53,5221.25,Month-to-month,DSL,Yes,Yes,9,0,South
1557,37,Male,31,89.12,3943.21,One year,No,Yes,No,2,1,East
1558,36,Female,35,130.77,670.08,One year,No,Yes,Yes,2,0,North
1559,52,Female,45,47.55,5724.1,One year,DSL,No,No,6,0,South
1560,69,Other,54,56.36,1278.64,Month-to-month,DSL,Yes,Yes,6,0,North
1561,60,Other,71,120.73,3988.27,Two year,No,Yes,Yes,7,0,East
1562,34,Other,69,93.24,258.98,Two year,Fiber optic,Yes,Yes,4,0,West
1563,62,Male,29,79.74,413.05,Month-to-month,No,No,Yes,6,0,West
1564,60,Female,8,86.82,2347.99,One year,Fiber optic,No,No,9,1,West
1565,51,Female,54,59.84,4403,Two year,No,No,Yes,8,0,South
1566,26,Female,7,116.38,6694.91,One year,Fiber optic,Yes,Yes,4,0,West
1567,43,Other,23,105.26,775.68,Two year,No,Yes,No,4,1,North
1568,19,Female,32,94.88,4079.64,Month-to-month,DSL,Yes,No,0,1,South
1569,26,Female,62,124.1,5867.88,Two year,No,Yes,No,5,0,East
1570,26,Female,45,88.38,3691.04,Month-to-month,DSL,No,No,8,0,South
1571,57,Female,68,81.69,1468.4,One year,Fiber optic,Yes,No,5,0,East
1572,34,Female,30,128.54,2858.2,One year,Fiber optic,No,No,2,0,West
1573,18,Male,39,50.8,2294.91,Month-to-month,No,No,Yes,4,0,South
1574,42,Female,5,44.33,7000.75,Two year,DSL,Yes,Yes,0,1,East
1575,60,Male,67,46.38,30.8,One year,DSL,Yes,No,5,0,West
1576,57,Female,22,129.92,6010.56,Month-to-month,Fiber optic,No,Yes,3,0,South
1577,59,Male,28,95.87,1247.38,Month-to-month,No,Yes,No,9,0,South
1578,42,Female,22,60.89,4548.93,Two year,DSL,Yes,No,5,0,East
1579,56,Female,29,55.14,5925.22,Two year,DSL,No,No,3,0,East
1580,52,Female,43,35.71,3506.44,Month-to-month,No,No,Yes,0,1,North
1581,20,Female,42,43.32,3078.78,Two year,DSL,No,No,0,0,West
1582,67,Other,60,121.72,581.94,Month-to-month,Fiber optic,No,No,0,0,North
1583,54,Female,71,105.47,734.63,One year,Fiber optic,Yes,Yes,4,0,East
1584,61,Male,68,125.09,2293.71,Month-to-month,No,Yes,No,4,0,North
1585,61,Other,59,72.79,3765.71,Two year,DSL,No,No,6,0,East
1586,68,Other,6,90.71,2951.62,Two year,Fiber optic,No,No,7,1,East
1587,47,Female,28,78.84,963.22,Two year,DSL,No,No,7,1,North
1588,55,Male,31,119.01,2109.75,Two year,Fiber optic,No,Yes,0,0,South
1589,51,Male,39,130.12,3917.39,Month-to-month,Fiber optic,No,Yes,6,0,South
1590,29,Other,50,124.2,1602.2,Month-to-month,Fiber optic,No,No,0,1,South
1591,36,Male,37,90.39,4425.42,Month-to-month,DSL,Yes,Yes,9,0,East
1592,54,Female,15,36.23,362.42,Month-to-month,Fiber optic,No,No,9,0,West
1593,61,Female,51,92.36,7809.99,Two year,No,Yes,Yes,9,0,East
1594,66,Female,70,39.79,7807.99,One year,No,Yes,Yes,9,1,East
1595,34,Female,23,44.01,392,One year,DSL,Yes,No,5,0,South
1596,27,Female,25,49.32,2657.51,Two year,Fiber optic,No,Yes,2,0,South
1597,66,Other,46,66.7,1037.55,One year,No,Yes,No,7,1,West
1598,64,Female,23,89.76,7765.79,Month-to-month,No,Yes,No,2,0,East
1599,29,Female,10,63.68,2967.66,One year,Fiber optic,Yes,Yes,9,0,East
1600,33,Other,32,75.67,3050.98,Month-to-month,DSL,No,No,9,0,West
1601,41,Other,51,34.77,4478.9,Month-to-month,DSL,No,No,6,0,South
1602,36,Other,41,92.59,1357.21,Month-to-month,DSL,Yes,No,9,0,East
1603,25,Male,65,96.35,6176.09,Two year,DSL,Yes,Yes,9,0,South
1604,48,Male,65,40.03,2733.91,Month-to-month,Fiber optic,No,Yes,7,0,North
1605,38,Female,40,109.29,2342.35,Two year,DSL,Yes,No,0,1,East
1606,34,Female,18,95.38,6334.63,Two year,Fiber optic,Yes,Yes,3,0,East
1607,40,Female,36,79.45,4856.69,One year,Fiber optic,Yes,Yes,1,0,East
1608,54,Male,31,85.83,2956.33,One year,Fiber optic,No,Yes,3,0,South
1609,33,Female,54,80.8,5818.8,One year,DSL,No,No,2,0,North
1610,23,Female,63,35.42,1016.19,Two year,DSL,Yes,No,6,0,South
1611,25,Male,1,104.24,1210.45,Two year,Fiber optic,Yes,Yes,6,0,West
1612,42,Other,52,81.68,5656.17,Month-to-month,Fiber optic,Yes,Yes,6,0,West
1613,35,Male,57,47.45,3864.28,Two year,Fiber optic,No,No,5,0,North
1614,42,Female,9,98.74,4664.87,Month-to-month,Fiber optic,Yes,No,2,0,West
1615,29,Male,56,100.19,3034.15,One year,Fiber optic,Yes,No,6,0,West
1616,32,Other,47,51.55,1814.11,Two year,No,Yes,No,9,0,South
1617,43,Other,3,110.44,2269.34,Month-to-month,Fiber optic,Yes,Yes,6,0,East
1618,58,Other,2,76.1,67,Month-to-month,Fiber optic,Yes,Yes,9,0,North
1619,62,Other,54,48.23,2071.72,Two year,No,No,Yes,1,0,North
1620,43,Other,37,96.41,5967.95,One year,No,No,Yes,6,0,North
1621,64,Other,56,90.26,464.6,Month-to-month,Fiber optic,No,No,3,0,South
1622,49,Female,31,47.2,4533.07,Two year,Fiber optic,Yes,No,1,0,South
1623,27,Female,12,118.1,1278.12,Two year,DSL,No,Yes,9,1,West
1624,33,Male,58,116.3,2616.47,Month-to-month,No,No,Yes,1,1,South
1625,24,Female,67,114.45,1821.17,Month-to-month,Fiber optic,No,No,6,0,North
1626,34,Other,26,70.31,519.59,Month-to-month,No,Yes,No,8,0,North
1627,40,Female,12,113.28,3742.99,Two year,Fiber optic,Yes,No,1,0,West
1628,43,Male,16,115.31,684.09,Two year,DSL,Yes,No,8,1,North
1629,38,Other,53,130.64,2348.68,Two year,No,No,Yes,2,0,South
1630,39,Female,49,126.71,1405.19,One year,DSL,No,Yes,5,0,North
1631,24,Female,49,68.66,2644.61,One year,Fiber optic,Yes,Yes,2,0,South
1632,31,Male,7,50.01,2639.28,Two year,No,No,No,9,1,North
1633,32,Other,15,59.53,1220.22,Month-to-month,DSL,No,No,3,0,West
1634,24,Male,36,79.96,35.01,Two year,Fiber optic,No,No,2,1,South
1635,26,Other,15,111.34,4665.22,Two year,DSL,No,Yes,8,0,South
1636,68,Other,62,103.01,3105.22,One year,DSL,No,No,6,0,South
1637,65,Female,18,109.55,2039.09,Two year,Fiber optic,No,Yes,9,0,South
1638,25,Male,46,68.36,2943.06,Month-to-month,Fiber optic,No,No,0,0,South
1639,67,Male,61,54.93,6488.05,One year,No,Yes,No,5,0,West
1640,40,Male,43,32.43,5614.75,Two year,DSL,No,No,3,0,North
1641,46,Other,44,93.23,2645.44,One year,No,Yes,Yes,7,0,North
1642,35,Male,66,110.29,4111.3,Month-to-month,Fiber optic,No,Yes,5,0,North
1643,48,Other,55,119.79,1030.74,Month-to-month,Fiber optic,Yes,Yes,5,0,South
1644,47,Male,39,78.09,483.16,Two year,DSL,Yes,Yes,8,0,West
1645,69,Male,5,123.68,1822.31,Two year,Fiber optic,No,Yes,5,1,South
1646,56,Female,57,50.43,179.36,One year,DSL,Yes,No,3,0,South
1647,52,Male,15,81.94,1266.87,Month-to-month,No,No,No,8,0,East
1648,35,Female,16,51.58,3056.61,Two year,DSL,No,No,3,0,West
1649,59,Female,57,48.99,7328.37,Month-to-month,Fiber optic,No,No,2,0,South
1650,56,Other,25,126.28,4825.99,Two year,No,No,Yes,2,1,North
1651,34,Male,22,112.58,1221.02,Two year,No,No,Yes,0,0,South
1652,31,Male,31,31.18,1017.26,Month-to-month,DSL,Yes,No,7,0,West
1653,48,Male,34,57.11,932.7,Two year,No,Yes,Yes,3,0,South
1654,41,Female,16,50.71,3423.57,Two year,DSL,Yes,Yes,4,0,North
1655,52,Male,70,44.85,2143.94,Two year,No,No,Yes,1,0,West
1656,61,Other,59,100.43,801.59,Two year,Fiber optic,Yes,Yes,5,1,South
1657,62,Other,15,87.24,277.7,Two year,Fiber optic,Yes,No,9,0,South
1658,51,Male,13,75.84,4545.26,Two year,Fiber optic,Yes,No,0,1,South
1659,20,Female,24,49.13,5289.59,Two year,No,Yes,Yes,8,0,South
1660,54,Other,13,58.03,4409.16,Two year,Fiber optic,No,Yes,6,0,East
1661,60,Other,65,65.96,2334.48,One year,Fiber optic,Yes,No,9,0,East
1662,57,Female,36,109.32,1793.1,Two year,Fiber optic,Yes,No,0,1,East
1663,43,Other,49,129.9,2509.61,Two year,No,Yes,Yes,5,0,North
1664,40,Female,48,48.57,1559.56,One year,No,Yes,Yes,0,1,West
1665,61,Other,43,64.48,1436.39,One year,Fiber optic,No,No,9,0,South
1666,56,Female,6,58.29,8724.56,Month-to-month,Fiber optic,Yes,No,7,0,North
1667,32,Other,68,34.44,2479.56,Month-to-month,Fiber optic,Yes,No,7,0,West
1668,66,Male,14,52.13,1410.32,Month-to-month,No,Yes,No,8,0,South
1669,21,Other,30,121.05,463.06,Month-to-month,Fiber optic,Yes,Yes,5,0,East
1670,46,Other,8,115.12,7049.7,One year,DSL,Yes,No,9,0,South
1671,39,Male,54,46.92,2330.3,Month-to-month,Fiber optic,Yes,No,6,0,East
1672,42,Male,66,66.97,846.73,Two year,DSL,No,No,7,0,North
1673,30,Male,4,61.38,294.94,One year,No,No,No,9,0,East
1674,35,Male,60,44.91,1966.84,Two year,No,Yes,No,9,0,East
1675,50,Female,53,92.83,4671.36,Month-to-month,DSL,Yes,Yes,5,0,East
1676,33,Female,15,86.28,3726.08,Month-to-month,No,Yes,Yes,2,0,South
1677,62,Other,1,73.12,1876.38,Two year,DSL,Yes,No,5,0,West
1678,59,Other,22,116.4,4637.92,Month-to-month,DSL,No,Yes,4,0,North
1679,61,Other,15,92.58,3264.17,Month-to-month,Fiber optic,No,No,1,0,North
1680,19,Female,22,56.18,4914.28,Month-to-month,Fiber optic,No,Yes,7,0,West
1681,52,Other,50,67.73,2374.25,Month-to-month,No,No,Yes,6,0,South
1682,59,Other,48,45.16,6452.22,Two year,Fiber optic,No,Yes,9,0,West
1683,51,Female,51,89.72,3088.63,Month-to-month,No,Yes,No,6,0,West
1684,47,Other,17,89.24,2425.01,One year,No,Yes,Yes,9,0,East
1685,30,Female,51,117.88,1759.84,Two year,No,Yes,No,1,0,West
1686,30,Female,37,116.43,258.43,Two year,No,No,No,6,0,West
1687,35,Male,49,114.52,719.03,One year,DSL,No,Yes,7,0,West
1688,49,Male,59,85.43,5379.8,Month-to-month,DSL,No,No,0,1,West
1689,49,Female,10,95.84,371.17,Two year,Fiber optic,Yes,No,7,0,East
1690,52,Female,30,108.32,331.34,One year,No,Yes,Yes,7,0,West
1691,56,Male,21,39.25,1834.75,One year,DSL,No,Yes,6,0,North
1692,63,Other,34,60.35,767.12,One year,DSL,Yes,No,0,0,East
1693,69,Other,50,47.07,1238.64,Two year,DSL,Yes,No,9,1,West
1694,46,Other,47,81.65,2516.57,One year,No,No,No,2,1,South
1695,66,Female,6,114.59,1692.36,One year,DSL,Yes,Yes,1,0,West
1696,46,Male,50,53.29,1974.81,One year,Fiber optic,No,No,3,0,West
1697,61,Other,63,103.81,6098.61,Two year,No,No,Yes,4,0,North
1698,33,Male,12,70.98,1774.32,One year,Fiber optic,Yes,Yes,5,0,East
1699,61,Male,41,121.2,274.91,Two year,DSL,Yes,No,9,1,East
1700,64,Female,31,93.3,5700.84,Two year,No,No,No,6,0,North
1701,27,Other,2,128.62,5150.52,One year,DSL,Yes,Yes,3,0,West
1702,47,Male,16,54.8,1010.87,Month-to-month,DSL,Yes,Yes,8,0,South
1703,42,Female,1,123.31,4973.09,Two year,DSL,No,No,8,1,South
1704,56,Female,4,66.05,80.15,One year,Fiber optic,Yes,Yes,4,0,East
1705,37,Female,47,92.81,7159.79,Two year,No,No,No,9,0,South
1706,22,Other,65,47.62,837.85,One year,No,Yes,No,6,0,West
1707,18,Other,52,106.73,6285.21,One year,No,No,No,6,1,North
1708,47,Female,47,128.79,6795.7,Month-to-month,No,No,No,7,0,East
1709,66,Other,50,109.52,2525.99,Two year,Fiber optic,Yes,No,1,0,East
1710,20,Other,45,92.19,1303.17,Two year,No,No,No,7,0,South
1711,62,Male,42,75.26,72.16,Two year,Fiber optic,Yes,No,4,1,West
1712,31,Female,56,64.86,5970.19,Two year,No,No,Yes,0,1,North
1713,47,Female,71,72.31,4269.96,One year,Fiber optic,No,No,6,0,North
1714,67,Other,57,63.15,3669.98,Two year,DSL,No,No,9,0,North
1715,21,Female,33,114.09,743.36,Month-to-month,DSL,Yes,Yes,2,1,West
1716,35,Female,28,120.19,856.65,Two year,Fiber optic,No,Yes,7,0,North
1717,54,Female,44,125.91,3212.35,One year,Fiber optic,No,No,0,0,West
1718,42,Other,56,72.24,579.84,One year,Fiber optic,Yes,No,9,0,South
1719,65,Other,44,85.16,1305.53,One year,Fiber optic,Yes,Yes,1,0,North
1720,18,Other,34,88.26,3424.95,One year,No,Yes,Yes,0,0,North
1721,63,Male,14,95.75,3280.7,One year,No,No,No,4,0,West
1722,32,Female,68,30.24,2398.35,Two year,DSL,No,No,7,0,North
1723,26,Male,29,115.1,384.56,Two year,DSL,No,Yes,9,0,North
1724,32,Other,17,57.07,1099.38,One year,No,Yes,Yes,5,1,West
1725,66,Male,9,77.68,1234.56,One year,Fiber optic,No,Yes,3,0,North
1726,41,Female,27,114.99,3509.57,Two year,Fiber optic,Yes,No,7,0,South
1727,21,Female,49,130.67,1601.07,One year,Fiber optic,No,Yes,9,0,West
1728,29,Other,37,110.27,3098.92,One year,No,No,Yes,5,1,North
1729,54,Other,28,32.5,3355.02,Month-to-month,No,No,Yes,9,0,North
1730,54,Male,50,67.23,498.39,Month-to-month,DSL,No,No,5,0,North
1731,60,Other,55,54.96,2699.79,Month-to-month,DSL,No,No,4,0,North
1732,23,Male,4,127.37,4060.9,Month-to-month,DSL,Yes,Yes,7,0,North
1733,56,Female,19,56.68,1431.49,One year,No,No,Yes,3,1,West
1734,63,Female,37,125.27,1659.83,One year,No,Yes,Yes,2,0,West
1735,41,Female,4,124.68,3878.76,One year,No,No,No,4,0,North
1736,28,Female,37,114.77,6299.45,One year,Fiber optic,Yes,Yes,8,0,East
1737,30,Female,51,39.9,3683.18,Month-to-month,DSL,Yes,Yes,6,1,East
1738,51,Male,32,30.19,7416.12,Two year,DSL,No,Yes,5,0,East
1739,42,Female,45,110.17,1961.91,One year,DSL,Yes,Yes,5,0,East
1740,24,Male,12,115.16,4503.98,One year,Fiber optic,No,Yes,4,0,South
1741,69,Female,41,127.17,1518.67,Two year,No,No,No,8,0,South
1742,21,Male,56,52.05,1579.44,Two year,DSL,Yes,No,7,1,South
1743,25,Male,14,104.04,5167.79,Two year,DSL,Yes,Yes,1,0,South
1744,37,Male,54,82.42,1742.76,Month-to-month,Fiber optic,Yes,Yes,9,0,West
1745,46,Other,63,63.17,3280.83,One year,DSL,No,No,8,1,East
1746,68,Male,65,91.23,1015.21,Month-to-month,Fiber optic,No,No,4,0,East
1747,62,Male,58,85.36,1976.88,Month-to-month,DSL,Yes,No,0,0,South
1748,63,Female,21,59.51,5778.98,Two year,Fiber optic,No,Yes,7,0,North
1749,27,Male,4,57.1,4907.5,Two year,No,No,Yes,6,1,North
1750,60,Male,46,79.13,1743.58,Month-to-month,Fiber optic,No,No,0,0,South
1751,51,Other,12,77.87,4210.55,Two year,No,No,No,3,0,North
1752,43,Female,30,60.5,518.15,Two year,DSL,Yes,No,7,0,South
1753,58,Other,60,56.63,358.55,Two year,No,Yes,Yes,7,1,South
1754,66,Other,71,126.38,160.49,Month-to-month,DSL,Yes,Yes,5,0,South
1755,20,Other,65,117.09,3663.55,Month-to-month,DSL,No,No,4,1,South
1756,23,Male,14,112.48,2740.21,One year,No,Yes,No,7,0,South
1757,22,Other,44,51.63,3741.06,Two year,DSL,No,No,8,1,West
1758,22,Other,26,49.11,2399.7,Month-to-month,DSL,Yes,Yes,5,0,North
1759,64,Female,16,111.73,1475.44,Two year,No,Yes,No,5,1,South
1760,40,Female,7,48.64,1071.61,One year,DSL,No,No,3,0,South
1761,66,Female,32,80.85,6231.21,One year,No,Yes,No,9,0,South
1762,26,Female,16,52.35,6804.17,One year,No,No,Yes,9,0,West
1763,52,Other,62,68.18,288.8,One year,DSL,Yes,Yes,9,1,East
1764,37,Female,30,116.19,4389.58,One year,Fiber optic,No,Yes,3,0,South
1765,66,Male,71,120.02,2009.68,Two year,No,No,No,1,0,West
1766,59,Other,12,130.65,1839.24,One year,DSL,Yes,Yes,2,0,North
1767,52,Female,67,125.32,2861.98,Month-to-month,DSL,Yes,No,9,0,North
1768,67,Other,46,97.79,7103,Two year,Fiber optic,Yes,No,3,0,East
1769,35,Female,43,73.59,2836.98,Two year,No,No,Yes,1,0,West
1770,34,Other,55,35.82,1166.72,One year,Fiber optic,Yes,Yes,7,0,South
1771,41,Female,45,91.41,1383.76,One year,No,Yes,Yes,6,1,West
1772,20,Male,60,51.27,3587.44,Two year,DSL,Yes,Yes,2,0,North
1773,49,Female,71,115.85,2457.74,Month-to-month,No,No,Yes,4,0,West
1774,52,Other,32,85.43,301.26,Two year,DSL,Yes,Yes,4,0,West
1775,55,Other,8,104.07,2712.33,One year,DSL,No,No,1,1,North
1776,30,Male,62,98.01,432.58,One year,Fiber optic,No,Yes,5,0,North
1777,64,Other,20,65.07,3024.44,Month-to-month,DSL,No,No,9,0,East
1778,42,Male,18,106.66,3437.32,Month-to-month,Fiber optic,No,Yes,4,0,West
1779,26,Other,6,115.17,393.66,Month-to-month,No,Yes,Yes,3,0,North
1780,21,Other,29,105.15,2021.57,One year,No,Yes,Yes,6,1,South
1781,31,Male,4,108.45,4018.26,Month-to-month,DSL,Yes,No,0,0,North
1782,54,Other,71,66.35,2591.91,Month-to-month,Fiber optic,No,No,9,0,South
1783,51,Other,43,125.3,1415.7,One year,Fiber optic,Yes,No,7,0,South
1784,28,Male,34,72.87,2014.98,Two year,DSL,Yes,Yes,1,1,South
1785,58,Female,71,120.59,2804.62,Month-to-month,Fiber optic,Yes,Yes,6,1,West
1786,20,Male,33,116.63,3875,Month-to-month,No,No,No,1,0,East
1787,45,Other,15,42.55,758.96,One year,Fiber optic,Yes,Yes,3,1,North
1788,46,Female,40,127.58,665.16,One year,No,No,Yes,9,0,West
1789,26,Female,5,130.62,5067.03,Month-to-month,Fiber optic,Yes,No,9,0,South
1790,20,Female,50,91.21,3279.4,One year,No,Yes,Yes,4,0,East
1791,42,Male,66,109.08,2380.62,Month-to-month,DSL,Yes,Yes,9,1,West
1792,51,Female,54,124.29,6144.83,One year,No,Yes,Yes,6,0,South
1793,29,Female,46,32.01,1001.64,Two year,No,No,Yes,6,1,West
1794,59,Female,11,123.92,2873.76,One year,No,No,No,1,0,North
1795,26,Other,49,93.35,6599.64,Two year,DSL,No,No,5,0,South
1796,32,Male,23,113.66,3292.63,One year,DSL,No,No,8,0,North
1797,57,Male,55,84.6,8087.29,One year,Fiber optic,No,No,1,0,North
1798,42,Other,5,83.58,2285.86,One year,DSL,Yes,Yes,3,1,North
1799,22,Female,64,120.64,265.98,Two year,No,Yes,Yes,7,0,West
1800,28,Other,35,81.24,2735.65,Two year,No,Yes,No,6,0,North
1801,51,Other,69,77.64,440.21,Month-to-month,DSL,No,No,6,0,North
1802,41,Female,54,91.42,5927.03,One year,Fiber optic,Yes,No,6,1,South
1803,32,Female,3,82.37,3675.72,Month-to-month,No,No,Yes,1,0,West
1804,55,Male,6,75.06,3538.53,Two year,No,No,Yes,3,0,North
1805,25,Female,56,48.22,2186.76,Month-to-month,No,No,Yes,0,0,East
1806,22,Other,2,70.13,162.36,Month-to-month,Fiber optic,Yes,No,0,0,North
1807,65,Other,38,58.48,2437.01,One year,DSL,No,Yes,7,1,South
1808,43,Female,56,70.44,464.81,One year,No,Yes,No,8,0,East
1809,35,Male,5,89.9,4117.08,Two year,No,No,No,6,0,South
1810,23,Other,46,91.48,1365.39,Month-to-month,DSL,No,Yes,2,0,West
1811,54,Female,11,54.09,6141.94,Two year,Fiber optic,No,No,0,1,West
1812,65,Male,65,38.52,881.61,One year,DSL,No,No,6,1,West
1813,30,Male,10,105.18,3466.77,Two year,DSL,Yes,Yes,2,0,East
1814,45,Other,41,83.38,6522.02,One year,Fiber optic,No,No,4,0,East
1815,22,Other,44,74.64,2168.5,Two year,DSL,No,Yes,2,0,South
1816,30,Male,33,43.08,2159.58,One year,Fiber optic,No,Yes,5,0,North
1817,34,Male,56,71.87,4322.98,One year,DSL,Yes,Yes,0,1,South
1818,67,Male,12,112.63,3393.35,Two year,Fiber optic,No,Yes,4,1,West
1819,57,Female,2,88.71,1832.52,Two year,DSL,No,Yes,0,0,North
1820,62,Other,1,39.18,4717,One year,DSL,Yes,No,5,0,East
1821,49,Male,65,63.55,5946.63,Two year,DSL,Yes,Yes,1,0,East
1822,46,Other,33,128.95,2967.36,Month-to-month,DSL,No,No,6,0,South
1823,68,Other,36,84.99,1731.2,Month-to-month,DSL,No,No,7,0,West
1824,20,Other,21,58.92,1247.02,Month-to-month,Fiber optic,No,Yes,3,1,West
1825,57,Male,36,122.25,1817.1,Two year,No,Yes,Yes,9,0,South
1826,51,Female,26,63.93,3508.83,One year,Fiber optic,Yes,No,7,0,North
1827,57,Male,47,103.71,4838.5,Two year,No,No,No,5,1,East
1828,44,Other,1,44.86,3130.81,Month-to-month,No,Yes,Yes,6,1,North
1829,30,Male,38,45.8,1650.41,Two year,DSL,Yes,No,5,0,North
1830,62,Male,14,86.68,211.7,One year,DSL,No,Yes,8,0,West
1831,50,Other,46,54.21,8014.81,Month-to-month,DSL,Yes,No,7,1,North
1832,23,Other,42,34.97,4628.13,Two year,Fiber optic,No,No,7,1,West
1833,41,Male,7,123.56,3358.24,One year,No,Yes,Yes,0,0,South
1834,36,Male,55,35.64,3397.29,One year,Fiber optic,No,No,8,0,North
1835,33,Male,56,102.45,1837.44,Two year,DSL,No,No,5,0,East
1836,57,Male,63,63.62,1987.83,Two year,No,Yes,Yes,9,0,South
1837,45,Female,24,124.27,818.45,One year,Fiber optic,No,Yes,8,0,West
